Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1043",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1070065.1070868.fwd","PATRIC","CDS",1070065,1070868,804,"+",,"PLF_561_00001697","PGF_00071630",,267,,"2-keto-3-deoxy-L-rhamnonate aldolase (EC 4.1.2.53)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1044",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1070909.1071094.rev","PATRIC","CDS",1070909,1071094,186,"-",,"PLF_561_00057102","PGF_03053979",,61,,"Pseudogene ypaA, similarity with carboxyl terminus of putative transposase YfaD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1045",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1071107.1072006.rev","PATRIC","CDS",1071107,1072006,900,"-",,"PLF_561_00000056","PGF_00065523",,299,,"Uncharacterized protein YfaD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1046",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1072049.1072174.rev","PATRIC","CDS",1072049,1072174,126,"-",,"PLF_561_00003904","PGF_00154246",,41,,"hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1047",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1072199.1073389.rev","PATRIC","CDS",1072199,1073389,1191,"-",,"PLF_561_00001056","PGF_07625325",,396,,"Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)","GO:0004368|glycerol-3-phosphate dehydrogenase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1048",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1073386.1074645.rev","PATRIC","CDS",1073386,1074645,1260,"-",,"PLF_561_00002753","PGF_03080445",,419,,"Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)","GO:0004368|glycerol-3-phosphate dehydrogenase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.101",,,"PATRIC.562.163959.562.163959.con.0001.CDS.107405.108922.fwd","PATRIC","CDS",107405,108922,1518,"+",,"PLF_561_00000150","PGF_00043253",,505,,"Putative phosphoethanolamine transferase YhbX",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1049",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1074635.1076263.rev","PATRIC","CDS",1074635,1076263,1629,"-",,"PLF_561_00002061","PGF_00055324",,542,,"Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)","GO:0004368|glycerol-3-phosphate dehydrogenase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity;GO:0004368|sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1050",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1076536.1077894.fwd","PATRIC","CDS",1076536,1077894,1359,"+",,"PLF_561_00000850","PGF_03202473",,452,,"Glycerol-3-phosphate transporter",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.7",,,"PATRIC.562.163959.562.163959.con.0001.CDS.10773.13877.rev","PATRIC","CDS",10773,13877,3105,"-",,"PLF_561_00000094","PGF_00029718",,1034,,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1051",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1077899.1078975.fwd","PATRIC","CDS",1077899,1078975,1077,"+",,"PLF_561_00000370","PGF_02951997",,358,,"Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46) periplasmic (secreted in GramPositives)","GO:0008889|glycerophosphodiester phosphodiesterase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1052",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1079017.1079223.rev","PATRIC","CDS",1079017,1079223,207,"-",,"PLF_561_00004450","PGF_00067323",,68,,"YfaH, a fragment of LysR family transcriptional regulator STM2281",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1053",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1079438.1080088.fwd","PATRIC","CDS",1079438,1080088,651,"+",,"PLF_561_00002154","PGF_00066836",,216,,"Weak-acid-inducible locus InaA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1054",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1080142.1080396.rev","PATRIC","CDS",1080142,1080396,255,"-",,"PLF_561_00002452","PGF_02872483",,84,,"YfaE: ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1055",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1080396.1081577.rev","PATRIC","CDS",1080396,1081577,1182,"-",,"PLF_561_00000404","PGF_05292270",,393,,"Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1056",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1081760.1084045.rev","PATRIC","CDS",1081760,1084045,2286,"-",,"PLF_561_00001378","PGF_00048630",,761,,"Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)","GO:0004748|ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1057",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1084789.1088493.fwd","PATRIC","CDS",1084789,1088493,3705,"+",,"PLF_561_00000196","PGF_00065524",,1234,,"Uncharacterized protein YfaL",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1058",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1088621.1089343.rev","PATRIC","CDS",1088621,1089343,723,"-",,"PLF_561_00002378","PGF_00417755",,240,,"3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)","GO:0008689|3-demethylubiquinone-9 3-O-methyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.102",,,"PATRIC.562.163959.562.163959.con.0001.CDS.108930.110273.rev","PATRIC","CDS",108930,110273,1344,"-",,"PLF_561_00001247","PGF_02862285",,447,,"Argininosuccinate synthase (EC 6.3.4.5)","GO:0004055|argininosuccinate synthase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1059",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1089490.1092117.fwd","PATRIC","CDS",1089490,1092117,2628,"+",,"PLF_561_00001120","PGF_03272313",,875,,"DNA gyrase subunit A (EC 5.99.1.3)","GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1060",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1092266.1093954.fwd","PATRIC","CDS",1092266,1093954,1689,"+",,"PLF_561_00000319","PGF_00065522",,562,,"Uncharacterized protein YfaA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1061",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1093951.1094574.fwd","PATRIC","CDS",1093951,1094574,624,"+",,"PLF_561_00000464","PGF_00065527",,207,,"Uncharacterized protein YfaT",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1062",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1094718.1098611.fwd","PATRIC","CDS",1094718,1098611,3894,"+",,"PLF_561_00000152","PGF_00064236",,1297,,"UPF0192 protein YfaS",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1063",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1098627.1099112.fwd","PATRIC","CDS",1098627,1099112,486,"+",,"PLF_561_00100096","PGF_01626184",,161,,"putative membrane protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1064",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1099113.1100762.fwd","PATRIC","CDS",1099113,1100762,1650,"+",,"PLF_561_00000102","PGF_00065526",,549,,"Uncharacterized protein YfaQ",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1065",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1100767.1101543.fwd","PATRIC","CDS",1100767,1101543,777,"+",,"PLF_561_00001796","PGF_00065525",,258,,"Uncharacterized protein YfaP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1066",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1101617.1102801.rev","PATRIC","CDS",1101617,1102801,1185,"-",,"PLF_561_00004050","PGF_10164212",,394,,"Acetyl-CoA acetyltransferase (EC 2.3.1.9)","GO:0003985|acetyl-CoA C-acetyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1067",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1102832.1104154.rev","PATRIC","CDS",1102832,1104154,1323,"-",,"PLF_561_00004072","PGF_00051873",,440,,"Short-chain fatty acids transporter",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.103",,,"PATRIC.562.163959.562.163959.con.0001.CDS.110359.110505.rev","PATRIC","CDS",110359,110505,147,"-",,"PLF_561_00006724",,,48,,"orf, partial conserved hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1068",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1104151.1104801.rev","PATRIC","CDS",1104151,1104801,651,"-",,"PLF_561_00004070","PGF_12903978",,216,,"Acyl-CoA:acetate CoA-transferase, beta subunit (EC 2.8.3.8)","GO:0008775|acetate CoA-transferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1069",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1104801.1105463.rev","PATRIC","CDS",1104801,1105463,663,"-",,"PLF_561_00004074","PGF_06050612",,220,,"Acyl-CoA:acetate CoA-transferase, alpha subunit (EC 2.8.3.8)","GO:0008775|acetate CoA-transferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1070",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1105659.1107044.rev","PATRIC","CDS",1105659,1107044,1386,"-",,"PLF_561_00004045","PGF_00024720",,461,,"Acetoacetate metabolism regulatory protein AtoC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1071",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1107041.1108867.rev","PATRIC","CDS",1107041,1108867,1827,"-",,"PLF_561_00004052","PGF_00052418",,608,,"Signal transduction histidine-protein kinase AtoS (EC 2.7.13.3)","GO:0004673|protein histidine kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1072",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1109034.1111883.fwd","PATRIC","CDS",1109034,1111883,2850,"+",,"PLF_561_00000798","PGF_00050577",,949,,"Sensor histidine kinase RcsC (EC 2.7.13.3)","GO:0004673|protein histidine kinase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.104",,,"PATRIC.562.163959.562.163959.con.0001.CDS.110904.111356.fwd","PATRIC","CDS",110904,111356,453,"+",,"PLF_561_00001597","PGF_01682834",,150,,"Bacterial ribosome SSU maturation protein RimP",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1073",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1112083.1112733.rev","PATRIC","CDS",1112083,1112733,651,"-",,"PLF_561_00000881","PGF_00421954",,216,,"DNA-binding capsular synthesis response regulator RcsB",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1074",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1112750.1115422.rev","PATRIC","CDS",1112750,1115422,2673,"-",,"PLF_561_00001022","PGF_00034034",,890,,"Phosphotransferase RcsD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.105",,,"PATRIC.562.163959.562.163959.con.0001.CDS.111384.112871.fwd","PATRIC","CDS",111384,112871,1488,"+",,"PLF_561_00001158","PGF_07063065",,495,,"Transcription termination protein NusA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1075",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1116161.1117264.fwd","PATRIC","CDS",1116161,1117264,1104,"+",,"PLF_561_00001202","PGF_05544637",,367,,"Outer membrane porin OmpC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1076",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1117376.1118431.fwd","PATRIC","CDS",1117376,1118431,1056,"+",,"PLF_561_00171365","PGF_06690407",,351,,"FAD:protein FMN transferase (EC 2.7.1.180)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1077",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1118505.1119569.fwd","PATRIC","CDS",1118505,1119569,1065,"+",,"PLF_561_00002414","PGF_02772091",,354,,"Methylphosphotriester-DNA--protein-cysteine S-methyltransferase (EC 2.1.1.n11) / ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)","GO:0003908|methylated-DNA-[protein]-cysteine S-methyltransferase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1078",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1119569.1120219.fwd","PATRIC","CDS",1119569,1120219,651,"+",,"PLF_561_00001173","PGF_00048249",,216,,"Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1079",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1120295.1121938.fwd","PATRIC","CDS",1120295,1121938,1644,"+",,"PLF_561_00001551","PGF_08051432",,547,,"ABC-type siderophore export system, fused ATPase and permease components",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1080",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1122156.1123802.fwd","PATRIC","CDS",1122156,1123802,1647,"+",,"PLF_561_00001356","PGF_00018971",,548,,"Malate:quinone oxidoreductase (EC 1.1.5.4)","GO:0008924|malate dehydrogenase (quinone) activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1081",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1124517.1125005.rev","PATRIC","CDS",1124517,1125005,489,"-",,"PLF_561_00000687","PGF_00038829",,162,,"Proteinase inhibitor I11, ecotin precursor",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1082",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1125140.1125304.rev","PATRIC","CDS",1125140,1125304,165,"-",,"PLF_561_00003864","PGF_10482644",,54,,"FIG00640962: hypothetical protein",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1083",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1125413.1125907.fwd","PATRIC","CDS",1125413,1125907,495,"+",,"PLF_561_00002871","PGF_07621638",,164,,"Ferredoxin-type protein NapF (periplasmic nitrate reductase)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1084",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1125897.1126160.fwd","PATRIC","CDS",1125897,1126160,264,"+",,"PLF_561_00003162","PGF_03048693",,87,,"Periplasmic nitrate reductase component NapD",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1085",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1126157.1128643.fwd","PATRIC","CDS",1126157,1128643,2487,"+",,"PLF_561_00002116","PGF_00031036",,828,,"Periplasmic nitrate reductase (EC 1.7.99.4)","GO:0008940|nitrate reductase activity"
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1086",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1128650.1129345.fwd","PATRIC","CDS",1128650,1129345,696,"+",,"PLF_561_00003073","PGF_00004417",,231,,"Ferredoxin-type protein NapG (periplasmic nitrate reductase)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.106",,,"PATRIC.562.163959.562.163959.con.0001.CDS.112896.115568.fwd","PATRIC","CDS",112896,115568,2673,"+",,"PLF_561_00000897","PGF_10525419",,890,,"Translation initiation factor 2",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1087",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1129332.1130195.fwd","PATRIC","CDS",1129332,1130195,864,"+",,"PLF_561_00002589","PGF_10374939",,287,,"Polyferredoxin NapH (periplasmic nitrate reductase)",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1088",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1130192.1130641.fwd","PATRIC","CDS",1130192,1130641,450,"+",,"PLF_561_00002500","PGF_00025698",,149,,"Nitrate reductase cytochrome c550-type subunit",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1089",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1130651.1131253.fwd","PATRIC","CDS",1130651,1131253,603,"+",,"PLF_561_00002814","PGF_00420526",,200,,"Cytochrome c-type protein NapC",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1090",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1131272.1131889.fwd","PATRIC","CDS",1131272,1131889,618,"+",,"PLF_561_00002861","PGF_04565471",,205,,"ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1091",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1131886.1132548.fwd","PATRIC","CDS",1131886,1132548,663,"+",,"PLF_561_00002465","PGF_00565351",,220,,"ABC transporter involved in cytochrome c biogenesis, CcmB subunit",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1092",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1132590.1133327.fwd","PATRIC","CDS",1132590,1133327,738,"+",,"PLF_561_00002626","PGF_00420482",,245,,"Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1093",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1133324.1133533.fwd","PATRIC","CDS",1133324,1133533,210,"+",,"PLF_561_00003033","PGF_02189744",,69,,"Cytochrome c-type biogenesis protein CcmD, interacts with CcmCE",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1094",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1133530.1134009.fwd","PATRIC","CDS",1133530,1134009,480,"+",,"PLF_561_00003051","PGF_04630848",,159,,"Cytochrome c-type biogenesis protein CcmE, heme chaperone",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1095",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1134006.1135949.fwd","PATRIC","CDS",1134006,1135949,1944,"+",,"PLF_561_00003068","PGF_00420496",,647,,"Cytochrome c heme lyase subunit CcmF",
"Escherichia coli MG1655_flye_assemble","562.163959","562.163959.con.0001","fig|562.163959.peg.1096",,,"PATRIC.562.163959.562.163959.con.0001.CDS.1135946.1136503.fwd","PATRIC","CDS",1135946,1136503,558,"+",,"PLF_561_00002627","PGF_03348128",,185,,"Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase",
